,text,label
877,I was forced to get the vaccine back in November 2021 due to my job but definitely will not be getting any boosters I had Covid back in September 2021 and I had JUST found out I was pregnant I ended up miscarrying at 10 weeks and I always wonder if having a recent Covid infection caused the miscarriage After I lost that baby I decided that would be the time I d have to get vaccinated because there was no way I d do it while pregnant I then went on to have another miscarriage in January I am finally pregnant again now and things are looking normal so far,1
879,I would have believed my doctor more if she said what yours did in that they didn t have good data rather than say there was no protection I know she was just doing her job and trying to convince me to get the vaccine but it didn t work with that argument As you said in another reply the vaccine wasn t targeting delta either so I don t see how natural immunity vs vaccine make a ton of difference I m equally afraid of the vaccine and the virus at this point so I m just going to hibernate for the next 4 months and hope my husband and son don t bring it home,3
879,I would have believed my doctor more if she said what yours did in that they didn t have good data rather than say there was no protection I know she was just doing her job and trying to convince me to get the vaccine but it didn t work with that argument As you said in another reply the vaccine wasn t targeting delta either so I don t see how natural immunity vs vaccine make a ton of difference I m equally afraid of the vaccine and the virus at this point so I m just going to hibernate for the next 4 months and hope my husband and son don t bring it home,2
879,I would have believed my doctor more if she said what yours did in that they didn t have good data rather than say there was no protection I know she was just doing her job and trying to convince me to get the vaccine but it didn t work with that argument As you said in another reply the vaccine wasn t targeting delta either so I don t see how natural immunity vs vaccine make a ton of difference I m equally afraid of the vaccine and the virus at this point so I m just going to hibernate for the next 4 months and hope my husband and son don t bring it home,1
879,I would have believed my doctor more if she said what yours did in that they didn t have good data rather than say there was no protection I know she was just doing her job and trying to convince me to get the vaccine but it didn t work with that argument As you said in another reply the vaccine wasn t targeting delta either so I don t see how natural immunity vs vaccine make a ton of difference I m equally afraid of the vaccine and the virus at this point so I m just going to hibernate for the next 4 months and hope my husband and son don t bring it home,5
881,It is the one vaccine that OBs have been giving nearly every pregnant lady for years It is proven safe in that way Watching your tiny baby go through pertussis would be heartbreaking I have had zero reaction to the tdap anytime I ve gotten it Just do it,6
881,It is the one vaccine that OBs have been giving nearly every pregnant lady for years It is proven safe in that way Watching your tiny baby go through pertussis would be heartbreaking I have had zero reaction to the tdap anytime I ve gotten it Just do it,2
881,It is the one vaccine that OBs have been giving nearly every pregnant lady for years It is proven safe in that way Watching your tiny baby go through pertussis would be heartbreaking I have had zero reaction to the tdap anytime I ve gotten it Just do it,0
882,It is the one vaccine that OBs have been giving nearly every pregnant lady for years It is proven safe in that way Watching your tiny baby go through pertussis would be heartbreaking I have had zero reaction to the tdap anytime I ve gotten it Just do it,1
883,My DH is at a boys weekend this weekend This should hopefully be the final party event In the last six weeks he s had 5 parties events more like get togethers because it s the same few vaccinated people at someone s house plus he played weekly volleyball league games with the same friends He is planning on continuing the league again in January He is the only married friend with kids The other friends are engaged or dating so they are always doing something n nThis pregnancy has been rough and I m sick of feeling awful everyday and watching him continue his life while I miss out I work full time as a teacher and this year is the worst year I ve ever had so I m already struggling with that n nI feel like I need to do something for me because I m starting to resent him And it s really not fair because it s a me issue and it was an issue in previous pregnancies and when our daughter was young He goes above and beyond when he s home and I m so thankful for him I d love a spa day or COVID safe spa weekend away but I know pregnancy makes a lot of that hard I want something that makes me feel special I really feel like a incubator trying to survive n nDoes anyone have any ideas what where I can go or what I can buy to get some me time Taking a bath in my home just won t cut it Thanks everyone,0
884,My DH is at a boys weekend this weekend This should hopefully be the final party event In the last six weeks he s had 5 parties events more like get togethers because it s the same few vaccinated people at someone s house plus he played weekly volleyball league games with the same friends He is planning on continuing the league again in January He is the only married friend with kids The other friends are engaged or dating so they are always doing something n nThis pregnancy has been rough and I m sick of feeling awful everyday and watching him continue his life while I miss out I work full time as a teacher and this year is the worst year I ve ever had so I m already struggling with that n nI feel like I need to do something for me because I m starting to resent him And it s really not fair because it s a me issue and it was an issue in previous pregnancies and when our daughter was young He goes above and beyond when he s home and I m so thankful for him I d love a spa day or COVID safe spa weekend away but I know pregnancy makes a lot of that hard I want something that makes me feel special I really feel like a incubator trying to survive n nDoes anyone have any ideas what where I can go or what I can buy to get some me time Taking a bath in my home just won t cut it Thanks everyone,6
885,I m fully vaccinated and tried to get my Mederna booster at a shot clinic my office was offering a couple weeks ago but learned Mederna is currently only for severally immunocompromised individuals So I will have to wait a bit longer to get it,4
886,I m fully vaccinated and tried to get my Mederna booster at a shot clinic my office was offering a couple weeks ago but learned Mederna is currently only for severally immunocompromised individuals So I will have to wait a bit longer to get it,6
886,I m fully vaccinated and tried to get my Mederna booster at a shot clinic my office was offering a couple weeks ago but learned Mederna is currently only for severally immunocompromised individuals So I will have to wait a bit longer to get it,0
887,None of you need to quarantine nYou don t need to because you are vaccinated nYour family doesn t need to because they weren t exposed to a positive case n nJust keep an eye out in case symptoms develop but you don t need to do anything else,6
887,None of you need to quarantine nYou don t need to because you are vaccinated nYour family doesn t need to because they weren t exposed to a positive case n nJust keep an eye out in case symptoms develop but you don t need to do anything else,2
887,None of you need to quarantine nYou don t need to because you are vaccinated nYour family doesn t need to because they weren t exposed to a positive case n nJust keep an eye out in case symptoms develop but you don t need to do anything else,0
889,The risk of transmission is lower if you re immune from having the vaccines but yeah it still exists and until there s herd immunity I ll be super careful,6
889,The risk of transmission is lower if you re immune from having the vaccines but yeah it still exists and until there s herd immunity I ll be super careful,2
890,The risk of transmission is lower if you re immune from having the vaccines but yeah it still exists and until there s herd immunity I ll be super careful,0
891,My son received his first dose of the chicken pox vaccine at his 12 month appointment One week later his body was covered in spots No fever and the spots were just red they never crusted over like true chicken pox spots He had over 50 spots I brought him to the pediatrician and they said it was a reaction to his vaccine The spots last around 5 days,1
893,Hi mammas nFor those who are vaccinated are you taking the booster as well while pregnant I took the 2 doses and have my booster scheduled Just a bit nervous I m not gonna lie,6
893,Hi mammas nFor those who are vaccinated are you taking the booster as well while pregnant I took the 2 doses and have my booster scheduled Just a bit nervous I m not gonna lie,3
893,Hi mammas nFor those who are vaccinated are you taking the booster as well while pregnant I took the 2 doses and have my booster scheduled Just a bit nervous I m not gonna lie,4
895,Thank you all so much for your responses It s interesting just how many babies react negatively to the vaccine and yet doctors act like it s not possible My son finally pooped last night but at the very end of the evening It was the biggest blowout he s ever had and dark green mucus y He was miserable all day until then This is definitely not normal for him so I think we will be skipping the next dose at his next appointment or in the very least scheduling it later,6
895,Thank you all so much for your responses It s interesting just how many babies react negatively to the vaccine and yet doctors act like it s not possible My son finally pooped last night but at the very end of the evening It was the biggest blowout he s ever had and dark green mucus y He was miserable all day until then This is definitely not normal for him so I think we will be skipping the next dose at his next appointment or in the very least scheduling it later,1
895,Thank you all so much for your responses It s interesting just how many babies react negatively to the vaccine and yet doctors act like it s not possible My son finally pooped last night but at the very end of the evening It was the biggest blowout he s ever had and dark green mucus y He was miserable all day until then This is definitely not normal for him so I think we will be skipping the next dose at his next appointment or in the very least scheduling it later,2
895,Thank you all so much for your responses It s interesting just how many babies react negatively to the vaccine and yet doctors act like it s not possible My son finally pooped last night but at the very end of the evening It was the biggest blowout he s ever had and dark green mucus y He was miserable all day until then This is definitely not normal for him so I think we will be skipping the next dose at his next appointment or in the very least scheduling it later,0
896,Thank you all so much for your responses It s interesting just how many babies react negatively to the vaccine and yet doctors act like it s not possible My son finally pooped last night but at the very end of the evening It was the biggest blowout he s ever had and dark green mucus y He was miserable all day until then This is definitely not normal for him so I think we will be skipping the next dose at his next appointment or in the very least scheduling it later,4
897,Good Evening n nTara What BHB I don t think I am in that group n n nTo your Question Emily I got the sensor on and reader up and running on Monday Afternoon But the sensor has fallen off unexpectedly yesterday Till the new prescription order gets through and able to be filled and mailed I won t have one So I am currently using my old one for now I am calling the company that makes them they will replace it for free n nI feel I got a lot going on and we are counting down till vacation We still got ton of cleaning to do and got my mom on me about filing taxes I understand about the extra child credit But how I know I get it I would be afraid to lose my SSDi checks and so on or afraid I have to pay it back n nAnd now she on me about getting Mallory that vaccine of covid I don t want to put any of those people holding her down for it,5
897,Good Evening n nTara What BHB I don t think I am in that group n n nTo your Question Emily I got the sensor on and reader up and running on Monday Afternoon But the sensor has fallen off unexpectedly yesterday Till the new prescription order gets through and able to be filled and mailed I won t have one So I am currently using my old one for now I am calling the company that makes them they will replace it for free n nI feel I got a lot going on and we are counting down till vacation We still got ton of cleaning to do and got my mom on me about filing taxes I understand about the extra child credit But how I know I get it I would be afraid to lose my SSDi checks and so on or afraid I have to pay it back n nAnd now she on me about getting Mallory that vaccine of covid I don t want to put any of those people holding her down for it,0
899,Have you considered getting the vaccine Has your husband been vaccinated n nI know this disease can be scary especially being pregnant I am currently 28 weeks pregnant and got the vaccine early on because I was starting to stress too much and stress is not good for me or the baby My fear was starting to affect my mental health and it is not what I wanted or needed n nMaybe talk to your OB and see what he she recommends,2
899,Have you considered getting the vaccine Has your husband been vaccinated n nI know this disease can be scary especially being pregnant I am currently 28 weeks pregnant and got the vaccine early on because I was starting to stress too much and stress is not good for me or the baby My fear was starting to affect my mental health and it is not what I wanted or needed n nMaybe talk to your OB and see what he she recommends,3
901,This happened to me when my daughter was almost 2 months old I only had my 1st vaccine and ended up getting it like 2 days before I was supposed to get the 2nd and my daughter even up getting it too But we were all lucky and had a very mild case of it I m type 1 diabetic and have asthma so I was so scared but ended up being fine,6
901,This happened to me when my daughter was almost 2 months old I only had my 1st vaccine and ended up getting it like 2 days before I was supposed to get the 2nd and my daughter even up getting it too But we were all lucky and had a very mild case of it I m type 1 diabetic and have asthma so I was so scared but ended up being fine,2
901,This happened to me when my daughter was almost 2 months old I only had my 1st vaccine and ended up getting it like 2 days before I was supposed to get the 2nd and my daughter even up getting it too But we were all lucky and had a very mild case of it I m type 1 diabetic and have asthma so I was so scared but ended up being fine,4
903,Same Both of my kids have been exposed and they just said they have to wear a mask for 2 weeks No quarantine Not vaccinated too young n nI knew about one right away because he s my coworkers son They were playing band instruments next to each other for an hour so high exposure risk So far my kid has no symptoms n nIt took them a week after being exposed to even call 60 kids were out at my son s school They re just ignoring it until it goes away basically I got a call from my junior high s asst principal today There was a,2
903,Same Both of my kids have been exposed and they just said they have to wear a mask for 2 weeks No quarantine Not vaccinated too young n nI knew about one right away because he s my coworkers son They were playing band instruments next to each other for an hour so high exposure risk So far my kid has no symptoms n nIt took them a week after being exposed to even call 60 kids were out at my son s school They re just ignoring it until it goes away basically I got a call from my junior high s asst principal today There was a,4
903,Same Both of my kids have been exposed and they just said they have to wear a mask for 2 weeks No quarantine Not vaccinated too young n nI knew about one right away because he s my coworkers son They were playing band instruments next to each other for an hour so high exposure risk So far my kid has no symptoms n nIt took them a week after being exposed to even call 60 kids were out at my son s school They re just ignoring it until it goes away basically I got a call from my junior high s asst principal today There was a,0
905,I kind of love the masks rule especially in the wintertime My GMIL loves to kiss babies and she can t kiss DD with a mask on It s glorious I would FaceTime until baby has vaccines If you do allow them to visit masks the whole time and no holding the babyAgree with carebear Not liking them alone is enough reason not to visit,2
905,I kind of love the masks rule especially in the wintertime My GMIL loves to kiss babies and she can t kiss DD with a mask on It s glorious I would FaceTime until baby has vaccines If you do allow them to visit masks the whole time and no holding the babyAgree with carebear Not liking them alone is enough reason not to visit,0
906,I kind of love the masks rule especially in the wintertime My GMIL loves to kiss babies and she can t kiss DD with a mask on It s glorious I would FaceTime until baby has vaccines If you do allow them to visit masks the whole time and no holding the babyAgree with carebear Not liking them alone is enough reason not to visit,6
907,Did all 5 bugs 4 vaccines Pretty intense But worth it to us Especially like rotavirus and polio and pneumonia But wondering why they all have to be done the same day Kinda wild Probably has to do with compliance,6
907,Did all 5 bugs 4 vaccines Pretty intense But worth it to us Especially like rotavirus and polio and pneumonia But wondering why they all have to be done the same day Kinda wild Probably has to do with compliance,2
907,Did all 5 bugs 4 vaccines Pretty intense But worth it to us Especially like rotavirus and polio and pneumonia But wondering why they all have to be done the same day Kinda wild Probably has to do with compliance,4
909,I m fortunate that I have an elementary school aged in middle school age and both have done for me well with the virtual learning Took a bit at the beginning but now they re doing really well But I know it s not like that for a majority of the families Regards to the vaccinations for the teachers I can say that I know at least a dozen teachers in Ann Arbor that I m friends with and none of them have been vaccinated yet because none of them can get appointments I know two that have now driven to Grand Rapids just to get their vaccines there was an article talking about how Washtenaw county has been the slowest vaccinating teachers They prioritized giving them to staff at U of M hospital even ones not dealing with patients and school even though they are not in person and now our teachers can t get them We re in AA as well so I know what you mean Our superintendence voice is like nails on a chalkboard to me and I am shocked that they just gave her a new five year contract,0
910,I m fortunate that I have an elementary school aged in middle school age and both have done for me well with the virtual learning Took a bit at the beginning but now they re doing really well But I know it s not like that for a majority of the families Regards to the vaccinations for the teachers I can say that I know at least a dozen teachers in Ann Arbor that I m friends with and none of them have been vaccinated yet because none of them can get appointments I know two that have now driven to Grand Rapids just to get their vaccines there was an article talking about how Washtenaw county has been the slowest vaccinating teachers They prioritized giving them to staff at U of M hospital even ones not dealing with patients and school even though they are not in person and now our teachers can t get them We re in AA as well so I know what you mean Our superintendence voice is like nails on a chalkboard to me and I am shocked that they just gave her a new five year contract,4
911,We are officially 3 months out which some refer to as the fourth trimester I can t believe our sweet boy is no longer in the newborn stage They weren t lying when they said time goes by so fast n nI have shared our story once before but ended up deleting it because as soon as I posted it a flood of emotions came rushing back and I decided I wasn t really ready to share However I want to share to bring awareness and in hopes that others may relate to my story and realize they aren t alone n nMost would say I had a pretty easy pregnancy and I would have to agree with that physically However I struggled for weeks on end mentally I was so ridden with anxiety and worry that some days I didn t feel like getting out of bed I have previously been diagnosed with generalized anxiety disorder and pregnancy increased that almost ten fold I was constantly worried if my baby was okay if I was okay I worried about every single move I made every single food I put into my body every single product I used on my skin hair etc Yes I know it s good to worry about that stuff however it became an unhealthy obsession I would obsessively scroll through the internet and google and would convince myself of the worst case scenario I was in one of the worst places mentally I had ever really been It was hard Really hard I finally came to the decision with the help of my doctors that it was time to go back on my anxiety medication I was anxious about going back on my medication to help with my anxiousness but ultimately it was the best decision for both me and my baby n nI thought that when I wasn t pregnant anymore things would improve dramatically However our birth story proved me wrong On the night of November 22nd 2 days before baby was born I started having lower back pain and my legs ached I was almost 38 weeks along and brushed it off to pregnancy pains The next morning November 23rd the pains got worse I had my 38 week appointment later that day so I took some Tylenol and tried to rest As the day went on something felt really wrong I checked my temperature and it was 101 I called My husband and told him that he needed to come pick me up because I didn t feel comfortable driving to the hospital and meeting him like we had originally planned n nWhen we arrived at my appointment later that day I had high blood pressure protein in my urine brisk reflexes and baby s heart rate was high Something I was terrified of happening my entire pregnancy happened I was showing signs of pre eclampsia n nWe were sent down to the OBGYN emergency department to be checked out When I arrived there my resting heart rate was 143 BPM my temperature had spiked to 102 8 and urine tests confirmed I had pre eclampsia The medical team was trying to figure out why I was feeling so poor and why my temperature was so high A little while later one of my other fears came true I had tested positive for COVID Being vaccinated and not having any knowledge of being exposed I was in shock However this diagnosis helped our medical team take care of me and work to get both baby and I more stabilized They acted quickly and hooked me up to meds It was then decided I was going to be induced either that night or the next morning Again another fear coming true n nWe were admitted to the hospital and transferred to labor and delivery I continued meds and they monitored baby and I closely My husband and I were obviously not allowed to leave the room because I was positive for COVID My mom wasn t able to come to the hospital We also did not have any of our stuff Luckily our bags were pretty much packed and we had help from our sweet neighbors and friend to make sure the rest of our stuff got packed and they delivered it to the hospital for us n nThe next morning November 24th I was induced We attempted a vaginal delivery however I ended up needing a C Section Trying to give birth while being sick from COVID was quite the experience After a very difficult labor and delivery sparing a lot of details but my epidural failed At 5 37 nPM that day our beautiful boy entered the world He was safe and healthy If he would have had to go to the NICU we would not have been able to be with him Thankfully that didn t happen During the C Section I lost a lot of blood I remember being terrified sick and overwhelmed Luckily we had an amazing team of doctors and nurses who took great care of me and baby n nRecovery was rough I don t think I need to go into detail on that Being stuck in a hospital room for 3 days and not even being able to walk out in the hallway was rough Not being able to have my mom there was rough nThe whole situation just completely sucked However baby was healthy and happy and that s all that mattered n nWhen we got home I was terrified of giving my baby COVID I wore a mask when I fed him and pretty much the whole time I was around him I worried every single second about my newborn child getting sick Although there was a chance of him getting sick the doctors were optimistic about him being totally fine since he was getting antibodies through breast milk and from me having the vaccine Thankfully he did not get COVID If he did he was completely asymptomatic n nI was not only anxiety ridden about that but worried about my health My husband had to give me shots to prevent blood clots for 2 weeks I was constantly checking my blood pressure because I was scared Constantly checking my heart rate Being postpartum having surgery and having COVID had me a complete mess n nI would love to say I m completely back to normal but I m not It may take me a while to get there I feel like I m getting better each day This may not be the case in other people s eyes but my birth experience was traumatic Yes my son was happy and healthy but the whole experience was terrifying and obviously not something we were prepared for It seemed like everything that could go wrong went wrong I truly believe God and some amazing guardian angels were watching over us during that time n nI ve spent a lot of time being angry sad confused about why our experience went the way it did However I m so grateful for our amazing medical team Our nurses doctors and everyone we came in contact with at the hospital was outstanding They helped put us at ease during a really scary time I m so grateful for my husband who was my rock through this and put his own emotions on the back burner to be strong for me He carried me through a horrible labor and never let go of my hand He was an absolute champ n nI m so grateful our baby was healthy I know in some situations that s not always the case I keep telling myself it could have been so much worse and yes it could have BUT that doesn t make our experience and feelings any less important Sometimes I feel guilty for complaining n nI m sharing in hopes of reaching someone who had a traumatizing birth experience Someone who had an anxiety ridden pregnancy Someone who struggles with post partum anxiety Someone who wishes their experience would ve been different nI thank God every day for my healthy beautiful baby but it s time to start shedding light on traumatizing birth experiences and talking about pregnancy and post partum anxiety,4
912,We are officially 3 months out which some refer to as the fourth trimester I can t believe our sweet boy is no longer in the newborn stage They weren t lying when they said time goes by so fast n nI have shared our story once before but ended up deleting it because as soon as I posted it a flood of emotions came rushing back and I decided I wasn t really ready to share However I want to share to bring awareness and in hopes that others may relate to my story and realize they aren t alone n nMost would say I had a pretty easy pregnancy and I would have to agree with that physically However I struggled for weeks on end mentally I was so ridden with anxiety and worry that some days I didn t feel like getting out of bed I have previously been diagnosed with generalized anxiety disorder and pregnancy increased that almost ten fold I was constantly worried if my baby was okay if I was okay I worried about every single move I made every single food I put into my body every single product I used on my skin hair etc Yes I know it s good to worry about that stuff however it became an unhealthy obsession I would obsessively scroll through the internet and google and would convince myself of the worst case scenario I was in one of the worst places mentally I had ever really been It was hard Really hard I finally came to the decision with the help of my doctors that it was time to go back on my anxiety medication I was anxious about going back on my medication to help with my anxiousness but ultimately it was the best decision for both me and my baby n nI thought that when I wasn t pregnant anymore things would improve dramatically However our birth story proved me wrong On the night of November 22nd 2 days before baby was born I started having lower back pain and my legs ached I was almost 38 weeks along and brushed it off to pregnancy pains The next morning November 23rd the pains got worse I had my 38 week appointment later that day so I took some Tylenol and tried to rest As the day went on something felt really wrong I checked my temperature and it was 101 I called My husband and told him that he needed to come pick me up because I didn t feel comfortable driving to the hospital and meeting him like we had originally planned n nWhen we arrived at my appointment later that day I had high blood pressure protein in my urine brisk reflexes and baby s heart rate was high Something I was terrified of happening my entire pregnancy happened I was showing signs of pre eclampsia n nWe were sent down to the OBGYN emergency department to be checked out When I arrived there my resting heart rate was 143 BPM my temperature had spiked to 102 8 and urine tests confirmed I had pre eclampsia The medical team was trying to figure out why I was feeling so poor and why my temperature was so high A little while later one of my other fears came true I had tested positive for COVID Being vaccinated and not having any knowledge of being exposed I was in shock However this diagnosis helped our medical team take care of me and work to get both baby and I more stabilized They acted quickly and hooked me up to meds It was then decided I was going to be induced either that night or the next morning Again another fear coming true n nWe were admitted to the hospital and transferred to labor and delivery I continued meds and they monitored baby and I closely My husband and I were obviously not allowed to leave the room because I was positive for COVID My mom wasn t able to come to the hospital We also did not have any of our stuff Luckily our bags were pretty much packed and we had help from our sweet neighbors and friend to make sure the rest of our stuff got packed and they delivered it to the hospital for us n nThe next morning November 24th I was induced We attempted a vaginal delivery however I ended up needing a C Section Trying to give birth while being sick from COVID was quite the experience After a very difficult labor and delivery sparing a lot of details but my epidural failed At 5 37 nPM that day our beautiful boy entered the world He was safe and healthy If he would have had to go to the NICU we would not have been able to be with him Thankfully that didn t happen During the C Section I lost a lot of blood I remember being terrified sick and overwhelmed Luckily we had an amazing team of doctors and nurses who took great care of me and baby n nRecovery was rough I don t think I need to go into detail on that Being stuck in a hospital room for 3 days and not even being able to walk out in the hallway was rough Not being able to have my mom there was rough nThe whole situation just completely sucked However baby was healthy and happy and that s all that mattered n nWhen we got home I was terrified of giving my baby COVID I wore a mask when I fed him and pretty much the whole time I was around him I worried every single second about my newborn child getting sick Although there was a chance of him getting sick the doctors were optimistic about him being totally fine since he was getting antibodies through breast milk and from me having the vaccine Thankfully he did not get COVID If he did he was completely asymptomatic n nI was not only anxiety ridden about that but worried about my health My husband had to give me shots to prevent blood clots for 2 weeks I was constantly checking my blood pressure because I was scared Constantly checking my heart rate Being postpartum having surgery and having COVID had me a complete mess n nI would love to say I m completely back to normal but I m not It may take me a while to get there I feel like I m getting better each day This may not be the case in other people s eyes but my birth experience was traumatic Yes my son was happy and healthy but the whole experience was terrifying and obviously not something we were prepared for It seemed like everything that could go wrong went wrong I truly believe God and some amazing guardian angels were watching over us during that time n nI ve spent a lot of time being angry sad confused about why our experience went the way it did However I m so grateful for our amazing medical team Our nurses doctors and everyone we came in contact with at the hospital was outstanding They helped put us at ease during a really scary time I m so grateful for my husband who was my rock through this and put his own emotions on the back burner to be strong for me He carried me through a horrible labor and never let go of my hand He was an absolute champ n nI m so grateful our baby was healthy I know in some situations that s not always the case I keep telling myself it could have been so much worse and yes it could have BUT that doesn t make our experience and feelings any less important Sometimes I feel guilty for complaining n nI m sharing in hopes of reaching someone who had a traumatizing birth experience Someone who had an anxiety ridden pregnancy Someone who struggles with post partum anxiety Someone who wishes their experience would ve been different nI thank God every day for my healthy beautiful baby but it s time to start shedding light on traumatizing birth experiences and talking about pregnancy and post partum anxiety,6
912,We are officially 3 months out which some refer to as the fourth trimester I can t believe our sweet boy is no longer in the newborn stage They weren t lying when they said time goes by so fast n nI have shared our story once before but ended up deleting it because as soon as I posted it a flood of emotions came rushing back and I decided I wasn t really ready to share However I want to share to bring awareness and in hopes that others may relate to my story and realize they aren t alone n nMost would say I had a pretty easy pregnancy and I would have to agree with that physically However I struggled for weeks on end mentally I was so ridden with anxiety and worry that some days I didn t feel like getting out of bed I have previously been diagnosed with generalized anxiety disorder and pregnancy increased that almost ten fold I was constantly worried if my baby was okay if I was okay I worried about every single move I made every single food I put into my body every single product I used on my skin hair etc Yes I know it s good to worry about that stuff however it became an unhealthy obsession I would obsessively scroll through the internet and google and would convince myself of the worst case scenario I was in one of the worst places mentally I had ever really been It was hard Really hard I finally came to the decision with the help of my doctors that it was time to go back on my anxiety medication I was anxious about going back on my medication to help with my anxiousness but ultimately it was the best decision for both me and my baby n nI thought that when I wasn t pregnant anymore things would improve dramatically However our birth story proved me wrong On the night of November 22nd 2 days before baby was born I started having lower back pain and my legs ached I was almost 38 weeks along and brushed it off to pregnancy pains The next morning November 23rd the pains got worse I had my 38 week appointment later that day so I took some Tylenol and tried to rest As the day went on something felt really wrong I checked my temperature and it was 101 I called My husband and told him that he needed to come pick me up because I didn t feel comfortable driving to the hospital and meeting him like we had originally planned n nWhen we arrived at my appointment later that day I had high blood pressure protein in my urine brisk reflexes and baby s heart rate was high Something I was terrified of happening my entire pregnancy happened I was showing signs of pre eclampsia n nWe were sent down to the OBGYN emergency department to be checked out When I arrived there my resting heart rate was 143 BPM my temperature had spiked to 102 8 and urine tests confirmed I had pre eclampsia The medical team was trying to figure out why I was feeling so poor and why my temperature was so high A little while later one of my other fears came true I had tested positive for COVID Being vaccinated and not having any knowledge of being exposed I was in shock However this diagnosis helped our medical team take care of me and work to get both baby and I more stabilized They acted quickly and hooked me up to meds It was then decided I was going to be induced either that night or the next morning Again another fear coming true n nWe were admitted to the hospital and transferred to labor and delivery I continued meds and they monitored baby and I closely My husband and I were obviously not allowed to leave the room because I was positive for COVID My mom wasn t able to come to the hospital We also did not have any of our stuff Luckily our bags were pretty much packed and we had help from our sweet neighbors and friend to make sure the rest of our stuff got packed and they delivered it to the hospital for us n nThe next morning November 24th I was induced We attempted a vaginal delivery however I ended up needing a C Section Trying to give birth while being sick from COVID was quite the experience After a very difficult labor and delivery sparing a lot of details but my epidural failed At 5 37 nPM that day our beautiful boy entered the world He was safe and healthy If he would have had to go to the NICU we would not have been able to be with him Thankfully that didn t happen During the C Section I lost a lot of blood I remember being terrified sick and overwhelmed Luckily we had an amazing team of doctors and nurses who took great care of me and baby n nRecovery was rough I don t think I need to go into detail on that Being stuck in a hospital room for 3 days and not even being able to walk out in the hallway was rough Not being able to have my mom there was rough nThe whole situation just completely sucked However baby was healthy and happy and that s all that mattered n nWhen we got home I was terrified of giving my baby COVID I wore a mask when I fed him and pretty much the whole time I was around him I worried every single second about my newborn child getting sick Although there was a chance of him getting sick the doctors were optimistic about him being totally fine since he was getting antibodies through breast milk and from me having the vaccine Thankfully he did not get COVID If he did he was completely asymptomatic n nI was not only anxiety ridden about that but worried about my health My husband had to give me shots to prevent blood clots for 2 weeks I was constantly checking my blood pressure because I was scared Constantly checking my heart rate Being postpartum having surgery and having COVID had me a complete mess n nI would love to say I m completely back to normal but I m not It may take me a while to get there I feel like I m getting better each day This may not be the case in other people s eyes but my birth experience was traumatic Yes my son was happy and healthy but the whole experience was terrifying and obviously not something we were prepared for It seemed like everything that could go wrong went wrong I truly believe God and some amazing guardian angels were watching over us during that time n nI ve spent a lot of time being angry sad confused about why our experience went the way it did However I m so grateful for our amazing medical team Our nurses doctors and everyone we came in contact with at the hospital was outstanding They helped put us at ease during a really scary time I m so grateful for my husband who was my rock through this and put his own emotions on the back burner to be strong for me He carried me through a horrible labor and never let go of my hand He was an absolute champ n nI m so grateful our baby was healthy I know in some situations that s not always the case I keep telling myself it could have been so much worse and yes it could have BUT that doesn t make our experience and feelings any less important Sometimes I feel guilty for complaining n nI m sharing in hopes of reaching someone who had a traumatizing birth experience Someone who had an anxiety ridden pregnancy Someone who struggles with post partum anxiety Someone who wishes their experience would ve been different nI thank God every day for my healthy beautiful baby but it s time to start shedding light on traumatizing birth experiences and talking about pregnancy and post partum anxiety,2
